🇨🇳央视频道,#genre#
CCTV_9HD,http://www.xk8.top:8001/udp/239.69.1.104:10262#isVideo=true
CCTV_9HD,http://swtyc.f3322.org:8880/udp/239.69.1.104:10262#isVideo=true
CCTV_10HD,http://39.134.3.65:6610/000000001777/400000000100111006/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_10HD,http://39.134.3.65:6610/000000001666/100000000100111010/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_10HD,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111006/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_10HD,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111010/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_10HD,http://1.032000.xyz:8848/udp/239.93.31.28:5140#isVideo=true
CCTV_10HD,http://www.angel147.cf:8888/udp/239.49.8.54:9818#isVideo=true
CCTV_10HD,http://220.167.170.220:4000/udp/239.120.1.250:9448#isVideo=true
CCTV_10HD,http://www.xk8.top:8001/udp/239.69.1.105:10268#isVideo=true
CCTV_10HD,http://swtyc.f3322.org:8880/udp/239.69.1.105:10268#isVideo=true
CCTV_10HD,http://60.223.72.66:8001/udp/226.0.2.162:9208#isVideo=true
CCTV_10HD,http://60.223.72.147:8001/udp/226.0.2.162:9208#isVideo=true
CCTV_10HD,http://60.223.72.66:8002/udp/226.0.2.162:9208#isVideo=true
CCTV_10HD,http://60.223.72.66:8004/udp/226.0.2.162:9208#isVideo=true
CCTV_11HD,http://39.134.3.65:6610/000000001777/400000000100111007/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_11HD,http://39.134.3.65:6610/000000001666/100000000100111011/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_11HD,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111007/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_11HD,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111011/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_11HD,http://swtyc.f3322.org:8880/udp/239.69.1.154:10560#isVideo=true
CCTV_11HD,http://www.xk8.top:8001/udp/239.69.1.154:10560#isVideo=true
CCTV_12HD,http://39.134.3.65:6610/000000001777/400000000100111008/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_12HD,http://39.134.3.65:6610/000000001666/100000000100111012/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_12HD,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111008/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_12HD,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111012/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_12HD,http://swtyc.f3322.org:8880/udp/239.69.1.106:10274#isVideo=true
CCTV_12HD,http://www.xk8.top:8001/udp/239.69.1.106:10274#isVideo=true
CCTV_12HD,http://60.223.72.66:8001/udp/226.0.2.164:9224#isVideo=true
CCTV_12HD,http://60.223.72.147:8001/udp/226.0.2.164:9224#isVideo=true
CCTV_12HD,http://60.223.72.66:8004/udp/226.0.2.164:9224#isVideo=true
CCTV_12HD,http://60.223.72.147:8004/udp/226.0.2.164:9224#isVideo=true
CCTV_12HD,http://60.223.72.23:8001/udp/226.0.2.164:9224#isVideo=true
CCTV_13HD,http://39.134.3.65:6610/000000001777/400000000100111009/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_13HD,http://39.134.3.65:6610/000000001666/100000000100111013/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_13HD,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111009/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_13HD,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111013/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_13HD,http://www.xk8.top:8001/udp/239.254.103.161:9040#isVideo=true
CCTV_14HD,http://39.134.3.65:6610/000000001777/400000000100111010/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_14HD,http://39.134.3.65:6610/000000001666/100000000100111014/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_14HD,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111010/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_14HD,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111014/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_14HD,http://www.angel147.cf:8888/udp/239.49.8.56:9826#isVideo=true
CCTV_14HD,http://swtyc.f3322.org:8880/udp/239.69.1.107:10280#isVideo=true
CCTV_14HD,http://www.xk8.top:8001/udp/239.69.1.107:10280#isVideo=true
CCTV_15HD,http://39.134.3.65:6610/000000001777/400000000100111011/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_15HD,http://39.134.3.65:6610/000000001666/100000000100111015/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_15HD,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111011/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_15HD,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111015/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_15HD,http://www.dwphic.com:9999/udp/239.69.1.155:10566#isVideo=true
CCTV_15HD,http://swtyc.f3322.org:8880/udp/239.69.1.155:10566#isVideo=true
CCTV_15HD,http://www.xk8.top:8001/udp/239.69.1.155:10566#isVideo=true
CCTV_16HD,http://39.134.3.65:6610/000000001666/100000000100111091/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_16HD,http://39.134.3.65:6610/000000001666/100000000100111092/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_16HD,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111091/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_16HD,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111092/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_16HD,http://220.167.170.220:4000/udp/239.120.1.252:9554#isVideo=true
CCTV_16HD,http://1.82.182.49:9999/udp/239.111.205.133:5140#isVideo=true
CCTV_17HD,http://39.134.3.65:6610/000000001777/400000000100111012/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_17HD,http://39.134.3.65:6610/000000001666/100000000100111016/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_17HD,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111012/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_17HD,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111016/1.m3u8?IASHttpSessionId=OTT#isVideo=true
CCTV_17HD,http://60.223.72.23:8002/udp/226.0.2.170:9272#isVideo=true
CCTV_17HD,http://60.223.72.66:8001/udp/226.0.2.170:9272#isVideo=true
CCTV_17HD,http://60.223.72.147:8001/udp/226.0.2.170:9272#isVideo=true
CCTV_17HD,
http://60.223.72.66:8004/udp/226.0.2.170:9272#isVideo=true

NewTV超级电影,http://39.134.3.65:6610/000000001666/100000000100111006/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV超级电影,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111006/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV动作电影,http://39.134.3.65:6610/000000001666/100000000100111057/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV动作电影,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111057/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV惊悚悬疑,http://39.134.3.65:6610/000000001666/100000000100111060/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV惊悚悬疑,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111060/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV潮妈辣婆,http://39.134.3.65:6610/000000001666/100000000100111075/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV潮妈辣婆,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111075/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV中国功夫,http://39.134.3.65:6610/000000001666/100000000100111082/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV中国功夫,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111082/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV古装剧场,http://39.134.3.65:6610/000000001666/100000000100111056/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV古装剧场,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111056/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV家庭剧场,http://39.134.3.65:6610/000000001666/100000000100111059/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV家庭剧场,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111059/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV爱情喜剧,http://39.134.3.65:6610/000000001666/100000000100111065/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV爱情喜剧,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111065/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV热播精选,http://39.134.3.65:6610/000000001666/100000000100111061/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV热播精选,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111061/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV军旅剧场,http://39.134.3.65:6610/000000001666/100000000100111058/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV军旅剧场,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111058/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV超级电视剧,http://39.134.3.65:6610/000000001666/100000000100111008/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV超级电视剧,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111008/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV精品大剧,http://39.134.3.65:6610/000000001666/100000000100111066/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV精品大剧,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111066/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV精品综合,http://39.134.3.65:6610/000000001666/100000000100111063/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV精品综合HD,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111063/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV超级综艺,http://39.134.3.65:6610/000000001666/100000000100111002/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV超级综艺,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111002/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV精品体育HD,http://39.134.3.65:6610/000000001666/100000000100111074/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV精品体育HD,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111074/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV军事评论,http://39.134.3.65:6610/000000001666/100000000100111068/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV军事评论,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111068/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV农业致富,http://39.134.3.65:6610/000000001666/100000000100111069/1.m3u8?IASHttpSessionId=OTT#isVideo=true
NewTV农业致富,http://ltccq.cqa.bcs.ottcn.com/000000001666/100000000100111069/1.m3u8?IASHttpSessionId=OTT#isVideo=true

Y+剧场,http://hms3659nc3747353871.live.aikan.miguvideo.com/PLTV/88888888/224/3221230226/1.m3u8?tenantId=8601&accountinfo=~~V2.0~SSxnh2gPZaV_9wZMz86ofwc38bf04ecfc078f584095a9c6e91b9e1~3twbaBwUaqzfkJ5qW9C0gp1C11OJXhanim-P8XrfoHFX-jV3R0FL2wbo-VR8pOhzd5938d01ed8f640cebb709a281e7b1d3~ExtInfo9W1qynAo8QtSBzK-JlHBbQ3bb1f3410d135b117fdf58086980a86d:20240603131532:UTC,c864060416ccf5986b3e5940417477879245774,117.148.130.144,20240603131532,4444444684,c864060416ccf5986b3e5940417477879245774,-1,0,1,,,2,1000000201,,,2,23,0,241,9ec0a2dcdcfd4259318d50a38cde552c,,,1,1,140151867,END&fbl=
求索纪录HD,http://39.134.3.65:6610/000000001777/400000000100111068/1.m3u8?IASHttpSessionId=OTT#isVideo=true
求索纪录HD,http://ltccq.cqa.bcs.ottcn.com/000000001777/400000000100111


---------------------------------------------------------------------------------------------------------------------------

🇨🇳咪咕频道,#genre#
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
CCTV6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV7,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7
CCTV8,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8
CCTV9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9
CCTV10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV16,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16
CCTV17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
黑龙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws

CCTV1,http://go.bkpcp.top/mg/cctv1
CCTV2,http://go.bkpcp.top/mg/cctv2
CCTV3,http://go.bkpcp.top/mg/cctv3
CCTV4,http://go.bkpcp.top/mg/cctv4
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV5+,http://go.bkpcp.top/mg/cctv5p
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV7,http://go.bkpcp.top/mg/cctv7
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV10,http://go.bkpcp.top/mg/cctv10
CCTV11,http://go.bkpcp.top/mg/cctv11
CCTV12,http://go.bkpcp.top/mg/cctv12
CCTV13,http://go.bkpcp.top/mg/cctv13
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV16,http://go.bkpcp.top/mg/cctv16
CCTV17,http://go.bkpcp.top/mg/cctv17
cct4欧洲,http://go.bkpcp.top/mg/cctv4o
cct4美洲,http://go.bkpcp.top/mg/cctv4m
CGTN-西,http://go.bkpcp.top/mg/cgtne
CGTN-阿,http://go.bkpcp.top/mg/cgtna
CGTN-法,http://go.bkpcp.top/mg/cgtnf
北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws
江苏卫视,http://go.bkpcp.top/mg/jsws
湖南卫视,http://go.bkpcp.top/mg/hunws
广东卫视,http://go.bkpcp.top/mg/gdws
深圳卫视,http://go.bkpcp.top/mg/szws
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://go.bkpcp.top/mg/hubws
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws
兵团卫视,http://go.bkpcp.top/mg/btws
黑龙江卫视,http://go.bkpcp.top/mg/hljws
广东珠江,http://go.bkpcp.top/mg/gdzj
广东体育,http://go.bkpcp.top/mg/gdty
大湾区卫视,http://go.bkpcp.top/mg/gddwq
广东影视,http://go.bkpcp.top/mg/gdys
广东新闻,http://go.bkpcp.top/mg/gdxw
广东民生,http://go.bkpcp.top/mg/gdms

CHC影迷电影,http://gslbmgsplive.miguvideo.com/migu/kailu/chcymdy/57/20250415/index.m3u8?msisdn=202606171501536sdkpyei&mdspid=&spid=699004&netType=4&sid=5910022176&pid=&timestamp=20260617150153&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=952383261&ParentNodeID=-99&assertID=5910022176&client_ip=114.66.2.149&SecurityKey=20260617150153&imei=&mvid=5900006704&mcid=500020&playurlVersion=SJ-A1-9.6.0&userid=1787643400&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&puData=9da23d23f063844acb279f78d06acb66&ddCalcu=696d8ba1c22a306d02d38f70f6937824b4ca
